date,casosNovos,grupo_idade,obitosNovos,casosAcumulados,obitosAcumulados,localidade,CFR
2020-03-16,1,0,0.0,1,0.0,Paraná,0.0
2020-03-17,0,0,0.0,1,0.0,Paraná,0.0
2020-03-18,0,0,0.0,1,0.0,Paraná,0.0
2020-03-19,0,0,0.0,1,0.0,Paraná,0.0
2020-03-20,0,0,0.0,1,0.0,Paraná,0.0
2020-03-21,0,0,0.0,1,0.0,Paraná,0.0
2020-03-22,0,0,0.0,1,0.0,Paraná,0.0
2020-03-23,0,0,0.0,1,0.0,Paraná,0.0
2020-03-24,0,0,0.0,1,0.0,Paraná,0.0
2020-03-25,0,0,0.0,1,0.0,Paraná,0.0
2020-03-26,0,0,0.0,1,0.0,Paraná,0.0
2020-03-27,1,0,0.0,2,0.0,Paraná,0.0
2020-03-28,0,0,0.0,2,0.0,Paraná,0.0
2020-03-29,1,0,0.0,3,0.0,Paraná,0.0
2020-03-30,0,0,0.0,3,0.0,Paraná,0.0
2020-03-31,1,0,0.0,4,0.0,Paraná,0.0
2020-04-01,0,0,0.0,4,0.0,Paraná,0.0
2020-04-02,0,0,0.0,4,0.0,Paraná,0.0
2020-04-03,1,0,0.0,5,0.0,Paraná,0.0
2020-04-04,0,0,0.0,5,0.0,Paraná,0.0
2020-04-05,0,0,0.0,5,0.0,Paraná,0.0
2020-04-06,1,0,0.0,6,0.0,Paraná,0.0
2020-04-07,2,0,0.0,8,0.0,Paraná,0.0
2020-04-08,2,0,0.0,10,0.0,Paraná,0.0
2020-04-09,0,0,0.0,10,0.0,Paraná,0.0
2020-04-10,0,0,0.0,10,0.0,Paraná,0.0
2020-04-11,1,0,0.0,11,0.0,Paraná,0.0
2020-04-12,2,0,0.0,13,0.0,Paraná,0.0
2020-04-13,1,0,0.0,14,0.0,Paraná,0.0
2020-04-14,0,0,0.0,14,0.0,Paraná,0.0
2020-04-15,0,0,0.0,14,0.0,Paraná,0.0
2020-04-16,0,0,0.0,14,0.0,Paraná,0.0
2020-04-17,0,0,0.0,14,0.0,Paraná,0.0
2020-04-18,4,0,0.0,18,0.0,Paraná,0.0
2020-04-19,0,0,0.0,18,0.0,Paraná,0.0
2020-04-20,1,0,0.0,19,0.0,Paraná,0.0
2020-04-21,1,0,0.0,20,0.0,Paraná,0.0
2020-04-22,1,0,0.0,21,0.0,Paraná,0.0
2020-04-23,2,0,0.0,23,0.0,Paraná,0.0
2020-04-24,2,0,0.0,25,0.0,Paraná,0.0
2020-04-25,1,0,0.0,26,0.0,Paraná,0.0
2020-04-26,3,0,0.0,29,0.0,Paraná,0.0
2020-04-27,0,0,0.0,29,0.0,Paraná,0.0
2020-04-28,3,0,0.0,32,0.0,Paraná,0.0
2020-04-29,0,0,0.0,32,0.0,Paraná,0.0
2020-04-30,2,0,0.0,34,0.0,Paraná,0.0
2020-05-01,0,0,0.0,34,0.0,Paraná,0.0
2020-05-02,1,0,0.0,35,0.0,Paraná,0.0
2020-05-03,1,0,0.0,36,0.0,Paraná,0.0
2020-05-04,6,0,0.0,42,0.0,Paraná,0.0
2020-05-05,2,0,0.0,44,0.0,Paraná,0.0
2020-05-06,1,0,0.0,45,0.0,Paraná,0.0
2020-05-07,1,0,0.0,46,0.0,Paraná,0.0
2020-05-08,2,0,0.0,48,0.0,Paraná,0.0
2020-05-09,2,0,0.0,50,0.0,Paraná,0.0
2020-05-10,1,0,0.0,51,0.0,Paraná,0.0
2020-05-11,3,0,0.0,54,0.0,Paraná,0.0
2020-05-12,0,0,0.0,54,0.0,Paraná,0.0
2020-05-13,2,0,0.0,56,0.0,Paraná,0.0
2020-05-14,5,0,0.0,61,0.0,Paraná,0.0
2020-05-15,2,0,0.0,63,0.0,Paraná,0.0
2020-05-16,3,0,0.0,66,0.0,Paraná,0.0
2020-05-17,2,0,0.0,68,0.0,Paraná,0.0
2020-05-18,3,0,0.0,71,0.0,Paraná,0.0
2020-05-19,11,0,0.0,82,0.0,Paraná,0.0
2020-05-20,2,0,0.0,84,0.0,Paraná,0.0
2020-05-21,6,0,0.0,90,0.0,Paraná,0.0
2020-05-22,4,0,0.0,94,0.0,Paraná,0.0
2020-05-23,9,0,0.0,103,0.0,Paraná,0.0
2020-05-24,2,0,0.0,105,0.0,Paraná,0.0
2020-05-25,3,0,0.0,108,0.0,Paraná,0.0
2020-05-26,1,0,0.0,109,0.0,Paraná,0.0
2020-05-27,5,0,0.0,114,0.0,Paraná,0.0
2020-05-28,6,0,0.0,120,0.0,Paraná,0.0
2020-05-29,6,0,0.0,126,0.0,Paraná,0.0
2020-05-30,9,0,0.0,135,0.0,Paraná,0.0
2020-05-31,2,0,0.0,137,0.0,Paraná,0.0
2020-06-01,7,0,0.0,144,0.0,Paraná,0.0
2020-06-02,16,0,0.0,160,0.0,Paraná,0.0
2020-06-03,11,0,0.0,171,0.0,Paraná,0.0
2020-06-04,14,0,0.0,185,0.0,Paraná,0.0
2020-06-05,8,0,0.0,193,0.0,Paraná,0.0
2020-06-06,5,0,0.0,198,0.0,Paraná,0.0
2020-06-07,6,0,0.0,204,0.0,Paraná,0.0
2020-06-08,9,0,0.0,213,0.0,Paraná,0.0
2020-06-09,19,0,0.0,232,0.0,Paraná,0.0
2020-06-10,15,0,0.0,247,0.0,Paraná,0.0
2020-06-11,8,0,0.0,255,0.0,Paraná,0.0
2020-06-12,17,0,0.0,272,0.0,Paraná,0.0
2020-06-13,5,0,0.0,277,0.0,Paraná,0.0
2020-06-14,0,0,0.0,277,0.0,Paraná,0.0
2020-06-15,22,0,0.0,299,0.0,Paraná,0.0
2020-06-16,11,0,0.0,310,0.0,Paraná,0.0
2020-06-17,26,0,0.0,336,0.0,Paraná,0.0
2020-06-18,20,0,0.0,356,0.0,Paraná,0.0
2020-06-19,44,0,0.0,400,0.0,Paraná,0.0
2020-06-20,20,0,0.0,420,0.0,Paraná,0.0
2020-06-21,9,0,0.0,429,0.0,Paraná,0.0
2020-06-22,25,0,0.0,454,0.0,Paraná,0.0
2020-06-23,29,0,0.0,483,0.0,Paraná,0.0
2020-06-24,17,0,0.0,500,0.0,Paraná,0.0
2020-06-25,26,0,0.0,526,0.0,Paraná,0.0
2020-06-26,45,0,0.0,571,0.0,Paraná,0.0
2020-06-27,20,0,0.0,591,0.0,Paraná,0.0
2020-06-28,13,0,0.0,604,0.0,Paraná,0.0
2020-06-29,52,0,0.0,656,0.0,Paraná,0.0
2020-06-30,47,0,0.0,703,0.0,Paraná,0.0
2020-07-01,51,0,0.0,754,0.0,Paraná,0.0
2020-07-02,51,0,0.0,805,0.0,Paraná,0.0
2020-07-03,65,0,0.0,870,0.0,Paraná,0.0
2020-07-04,26,0,0.0,896,0.0,Paraná,0.0
2020-07-05,33,0,0.0,929,0.0,Paraná,0.0
2020-07-06,46,0,0.0,975,0.0,Paraná,0.0
2020-07-07,38,0,0.0,1013,0.0,Paraná,0.0
2020-07-08,38,0,0.0,1051,0.0,Paraná,0.0
2020-07-09,62,0,0.0,1113,0.0,Paraná,0.0
2020-07-10,42,0,0.0,1155,0.0,Paraná,0.0
2020-07-11,38,0,0.0,1193,0.0,Paraná,0.0
2020-07-12,22,0,0.0,1215,0.0,Paraná,0.0
2020-07-13,46,0,0.0,1261,0.0,Paraná,0.0
2020-07-14,49,0,0.0,1310,0.0,Paraná,0.0
2020-07-15,43,0,0.0,1353,0.0,Paraná,0.0
2020-07-16,70,0,0.0,1423,0.0,Paraná,0.0
2020-07-17,56,0,0.0,1479,0.0,Paraná,0.0
2020-07-18,30,0,0.0,1509,0.0,Paraná,0.0
2020-07-19,46,0,0.0,1555,0.0,Paraná,0.0
2020-07-20,41,0,0.0,1596,0.0,Paraná,0.0
2020-07-21,65,0,0.0,1661,0.0,Paraná,0.0
2020-07-22,71,0,0.0,1732,0.0,Paraná,0.0
2020-07-23,68,0,0.0,1800,0.0,Paraná,0.0
2020-07-24,50,0,0.0,1850,0.0,Paraná,0.0
2020-07-25,41,0,0.0,1891,0.0,Paraná,0.0
2020-07-26,22,0,0.0,1913,0.0,Paraná,0.0
2020-07-27,42,0,0.0,1955,0.0,Paraná,0.0
2020-07-28,76,0,0.0,2031,0.0,Paraná,0.0
2020-07-29,46,0,0.0,2077,0.0,Paraná,0.0
2020-07-30,77,0,0.0,2154,0.0,Paraná,0.0
2020-07-31,50,0,0.0,2204,0.0,Paraná,0.0
2020-08-01,40,0,0.0,2244,0.0,Paraná,0.0
2020-08-02,26,0,0.0,2270,0.0,Paraná,0.0
2020-08-03,96,0,0.0,2366,0.0,Paraná,0.0
2020-08-04,68,0,0.0,2434,0.0,Paraná,0.0
2020-08-05,47,0,0.0,2481,0.0,Paraná,0.0
2020-08-06,54,0,0.0,2535,0.0,Paraná,0.0
2020-08-07,57,0,0.0,2592,0.0,Paraná,0.0
2020-08-08,43,0,0.0,2635,0.0,Paraná,0.0
2020-08-09,31,0,0.0,2666,0.0,Paraná,0.0
2020-08-10,71,0,0.0,2737,0.0,Paraná,0.0
2020-08-11,66,0,0.0,2803,0.0,Paraná,0.0
2020-08-12,59,0,0.0,2862,0.0,Paraná,0.0
2020-08-13,48,0,0.0,2910,0.0,Paraná,0.0
2020-08-14,60,0,0.0,2970,0.0,Paraná,0.0
2020-08-15,30,0,0.0,3000,0.0,Paraná,0.0
2020-08-16,25,0,0.0,3025,0.0,Paraná,0.0
2020-08-17,63,0,0.0,3088,0.0,Paraná,0.0
2020-08-18,49,0,0.0,3137,0.0,Paraná,0.0
2020-08-19,53,0,0.0,3190,0.0,Paraná,0.0
2020-08-20,46,0,0.0,3236,0.0,Paraná,0.0
2020-08-21,52,0,0.0,3288,0.0,Paraná,0.0
2020-08-22,32,0,0.0,3320,0.0,Paraná,0.0
2020-08-23,26,0,0.0,3346,0.0,Paraná,0.0
2020-08-24,42,0,0.0,3388,0.0,Paraná,0.0
2020-08-25,33,0,0.0,3421,0.0,Paraná,0.0
2020-08-26,48,0,0.0,3469,0.0,Paraná,0.0
2020-08-27,69,0,0.0,3538,0.0,Paraná,0.0
2020-08-28,49,0,0.0,3587,0.0,Paraná,0.0
2020-08-29,41,0,0.0,3628,0.0,Paraná,0.0
2020-08-30,17,0,0.0,3645,0.0,Paraná,0.0
2020-08-31,54,0,0.0,3699,0.0,Paraná,0.0
2020-09-01,64,0,0.0,3763,0.0,Paraná,0.0
2020-09-02,60,0,0.0,3823,0.0,Paraná,0.0
2020-09-03,49,0,0.0,3872,0.0,Paraná,0.0
2020-09-04,50,0,0.0,3922,0.0,Paraná,0.0
2020-09-05,36,0,0.0,3958,0.0,Paraná,0.0
2020-09-06,18,0,0.0,3976,0.0,Paraná,0.0
2020-09-07,27,0,0.0,4003,0.0,Paraná,0.0
2020-09-08,27,0,0.0,4030,0.0,Paraná,0.0
2020-09-09,50,0,0.0,4080,0.0,Paraná,0.0
2020-09-10,52,0,0.0,4132,0.0,Paraná,0.0
2020-09-11,60,0,0.0,4192,0.0,Paraná,0.0
2020-09-12,30,0,0.0,4222,0.0,Paraná,0.0
2020-09-13,23,0,0.0,4245,0.0,Paraná,0.0
2020-09-14,26,0,0.0,4271,0.0,Paraná,0.0
2020-09-15,43,0,0.0,4314,0.0,Paraná,0.0
2020-09-16,47,0,0.0,4361,0.0,Paraná,0.0
2020-09-17,42,0,0.0,4403,0.0,Paraná,0.0
2020-09-18,34,0,0.0,4437,0.0,Paraná,0.0
2020-09-19,27,0,0.0,4464,0.0,Paraná,0.0
2020-09-20,17,0,0.0,4481,0.0,Paraná,0.0
2020-09-21,26,0,0.0,4507,0.0,Paraná,0.0
2020-09-22,34,0,0.0,4541,0.0,Paraná,0.0
2020-09-23,50,0,0.0,4591,0.0,Paraná,0.0
2020-09-24,41,0,0.0,4632,0.0,Paraná,0.0
2020-09-25,33,0,0.0,4665,0.0,Paraná,0.0
2020-09-26,27,0,0.0,4692,0.0,Paraná,0.0
2020-09-27,15,0,0.0,4707,0.0,Paraná,0.0
2020-09-28,29,0,0.0,4736,0.0,Paraná,0.0
2020-09-29,28,0,0.0,4764,0.0,Paraná,0.0
2020-09-30,48,0,0.0,4812,0.0,Paraná,0.0
2020-10-01,41,0,0.0,4853,0.0,Paraná,0.0
2020-10-02,42,0,0.0,4895,0.0,Paraná,0.0
2020-10-03,28,0,0.0,4923,0.0,Paraná,0.0
2020-10-04,9,0,0.0,4932,0.0,Paraná,0.0
2020-10-05,30,0,0.0,4962,0.0,Paraná,0.0
2020-10-06,43,0,0.0,5005,0.0,Paraná,0.0
2020-10-07,31,0,0.0,5036,0.0,Paraná,0.0
2020-10-08,24,0,0.0,5060,0.0,Paraná,0.0
2020-10-09,25,0,0.0,5085,0.0,Paraná,0.0
2020-10-10,22,0,0.0,5107,0.0,Paraná,0.0
2020-10-11,9,0,0.0,5116,0.0,Paraná,0.0
2020-10-12,10,0,0.0,5126,0.0,Paraná,0.0
2020-10-13,27,0,0.0,5153,0.0,Paraná,0.0
2020-10-14,17,0,0.0,5170,0.0,Paraná,0.0
2020-10-15,23,0,0.0,5193,0.0,Paraná,0.0
2020-10-16,14,0,0.0,5207,0.0,Paraná,0.0
2020-10-17,15,0,0.0,5222,0.0,Paraná,0.0
2020-10-18,14,0,0.0,5236,0.0,Paraná,0.0
2020-10-19,25,0,0.0,5261,0.0,Paraná,0.0
2020-10-20,16,0,0.0,5277,0.0,Paraná,0.0
2020-10-21,18,0,0.0,5295,0.0,Paraná,0.0
2020-10-22,26,0,0.0,5321,0.0,Paraná,0.0
2020-10-23,32,0,0.0,5353,0.0,Paraná,0.0
2020-10-24,20,0,0.0,5373,0.0,Paraná,0.0
2020-10-25,11,0,0.0,5384,0.0,Paraná,0.0
2020-10-26,23,0,0.0,5407,0.0,Paraná,0.0
2020-10-27,20,0,0.0,5427,0.0,Paraná,0.0
2020-10-28,22,0,0.0,5449,0.0,Paraná,0.0
2020-10-29,33,0,0.0,5482,0.0,Paraná,0.0
2020-10-30,35,0,0.0,5517,0.0,Paraná,0.0
2020-10-31,23,0,0.0,5540,0.0,Paraná,0.0
2020-11-01,14,0,0.0,5554,0.0,Paraná,0.0
2020-11-02,10,0,0.0,5564,0.0,Paraná,0.0
2020-11-03,26,0,0.0,5590,0.0,Paraná,0.0
2020-11-04,45,0,0.0,5635,0.0,Paraná,0.0
2020-11-05,36,0,0.0,5671,0.0,Paraná,0.0
2020-11-06,40,0,0.0,5711,0.0,Paraná,0.0
2020-11-07,43,0,0.0,5754,0.0,Paraná,0.0
2020-11-08,21,0,0.0,5775,0.0,Paraná,0.0
2020-11-09,33,0,0.0,5808,0.0,Paraná,0.0
2020-11-10,46,0,0.0,5854,0.0,Paraná,0.0
2020-11-11,52,0,0.0,5906,0.0,Paraná,0.0
2020-11-12,56,0,0.0,5962,0.0,Paraná,0.0
2020-11-13,57,0,0.0,6019,0.0,Paraná,0.0
2020-11-14,36,0,0.0,6055,0.0,Paraná,0.0
2020-11-15,40,0,0.0,6095,0.0,Paraná,0.0
2020-11-16,70,0,0.0,6165,0.0,Paraná,0.0
2020-11-17,63,0,0.0,6228,0.0,Paraná,0.0
2020-11-18,59,0,0.0,6287,0.0,Paraná,0.0
2020-11-19,51,0,0.0,6338,0.0,Paraná,0.0
2020-11-20,68,0,0.0,6406,0.0,Paraná,0.0
2020-11-21,37,0,0.0,6443,0.0,Paraná,0.0
2020-11-22,27,0,0.0,6470,0.0,Paraná,0.0
2020-11-23,53,0,0.0,6523,0.0,Paraná,0.0
2020-11-24,74,0,0.0,6597,0.0,Paraná,0.0
2020-11-25,64,0,0.0,6661,0.0,Paraná,0.0
2020-11-26,68,0,0.0,6729,0.0,Paraná,0.0
2020-11-27,67,0,0.0,6796,0.0,Paraná,0.0
2020-11-28,43,0,0.0,6839,0.0,Paraná,0.0
2020-11-29,32,0,0.0,6871,0.0,Paraná,0.0
2020-11-30,68,0,0.0,6939,0.0,Paraná,0.0
2020-12-01,51,0,0.0,6990,0.0,Paraná,0.0
2020-12-02,68,0,0.0,7058,0.0,Paraná,0.0
2020-12-03,78,0,0.0,7136,0.0,Paraná,0.0
2020-12-04,61,0,0.0,7197,0.0,Paraná,0.0
2020-12-05,35,0,0.0,7232,0.0,Paraná,0.0
2020-12-06,37,0,0.0,7269,0.0,Paraná,0.0
2020-12-07,60,0,0.0,7329,0.0,Paraná,0.0
2020-12-08,81,0,0.0,7410,0.0,Paraná,0.0
2020-12-09,89,0,0.0,7499,0.0,Paraná,0.0
2020-12-10,57,0,0.0,7556,0.0,Paraná,0.0
2020-12-11,81,0,0.0,7637,0.0,Paraná,0.0
2020-12-12,52,0,0.0,7689,0.0,Paraná,0.0
2020-12-13,38,0,0.0,7727,0.0,Paraná,0.0
2020-12-14,78,0,0.0,7805,0.0,Paraná,0.0
2020-12-15,55,0,0.0,7860,0.0,Paraná,0.0
2020-12-16,53,0,0.0,7913,0.0,Paraná,0.0
2020-12-17,68,0,0.0,7981,0.0,Paraná,0.0
2020-12-18,65,0,0.0,8046,0.0,Paraná,0.0
2020-12-19,44,0,0.0,8090,0.0,Paraná,0.0
2020-12-20,33,0,0.0,8123,0.0,Paraná,0.0
2020-12-21,58,0,0.0,8181,0.0,Paraná,0.0
2020-12-22,43,0,0.0,8224,0.0,Paraná,0.0
2020-12-23,72,0,0.0,8296,0.0,Paraná,0.0
2020-12-24,32,0,0.0,8328,0.0,Paraná,0.0
2020-12-25,14,0,0.0,8342,0.0,Paraná,0.0
2020-12-26,27,0,0.0,8369,0.0,Paraná,0.0
2020-12-27,37,0,0.0,8406,0.0,Paraná,0.0
2020-12-28,57,0,0.0,8463,0.0,Paraná,0.0
2020-12-29,32,0,0.0,8495,0.0,Paraná,0.0
2020-12-30,69,0,0.0,8564,0.0,Paraná,0.0
2020-12-31,63,0,0.0,8627,0.0,Paraná,0.0
2021-01-01,35,0,0.0,8662,0.0,Paraná,0.0
2021-01-02,38,0,0.0,8700,0.0,Paraná,0.0
2021-01-03,27,0,0.0,8727,0.0,Paraná,0.0
2021-01-04,51,0,0.0,8778,0.0,Paraná,0.0
2021-01-05,67,0,0.0,8845,0.0,Paraná,0.0
2021-01-06,73,0,0.0,8918,0.0,Paraná,0.0
2021-01-07,76,0,0.0,8994,0.0,Paraná,0.0
2021-01-08,76,0,1.0,9070,1.0,Paraná,0.01
2021-01-09,56,0,0.0,9126,1.0,Paraná,0.01
2021-01-10,44,0,0.0,9170,1.0,Paraná,0.01
2021-01-11,87,0,0.0,9257,1.0,Paraná,0.01
2021-01-12,83,0,0.0,9340,1.0,Paraná,0.01
2021-01-13,83,0,0.0,9423,1.0,Paraná,0.01
2021-01-14,71,0,0.0,9494,1.0,Paraná,0.01
2021-01-15,86,0,0.0,9580,1.0,Paraná,0.01
2021-01-16,57,0,0.0,9637,1.0,Paraná,0.01
2021-01-17,45,0,0.0,9682,1.0,Paraná,0.01
2021-01-18,52,0,0.0,9734,1.0,Paraná,0.01
2021-01-19,58,0,0.0,9792,1.0,Paraná,0.01
2021-01-20,59,0,0.0,9851,1.0,Paraná,0.01
2021-01-21,79,0,0.0,9930,1.0,Paraná,0.01
2021-01-22,56,0,0.0,9986,1.0,Paraná,0.01
2021-01-23,43,0,0.0,10029,1.0,Paraná,0.01
2021-01-24,32,0,0.0,10061,1.0,Paraná,0.01
2021-01-25,57,0,0.0,10118,1.0,Paraná,0.01
2021-01-26,55,0,0.0,10173,1.0,Paraná,0.01
2021-01-27,46,0,0.0,10219,1.0,Paraná,0.01
2021-01-28,65,0,0.0,10284,1.0,Paraná,0.01
2021-01-29,43,0,0.0,10327,1.0,Paraná,0.01
2021-01-30,37,0,0.0,10364,1.0,Paraná,0.01
2021-01-31,24,0,0.0,10388,1.0,Paraná,0.01
2021-02-01,47,0,0.0,10435,1.0,Paraná,0.01
2021-02-02,43,0,0.0,10478,1.0,Paraná,0.01
2021-02-03,42,0,0.0,10520,1.0,Paraná,0.01
2021-02-04,51,0,0.0,10571,1.0,Paraná,0.01
2021-02-05,58,0,0.0,10629,1.0,Paraná,0.01
2021-02-06,41,0,0.0,10670,1.0,Paraná,0.01
2021-02-07,32,0,0.0,10702,1.0,Paraná,0.01
2021-02-08,69,0,0.0,10771,1.0,Paraná,0.01
2021-02-09,34,0,0.0,10805,1.0,Paraná,0.01
2021-02-10,52,0,0.0,10857,1.0,Paraná,0.01
2021-02-11,58,0,0.0,10915,1.0,Paraná,0.01
2021-02-12,38,0,0.0,10953,1.0,Paraná,0.01
2021-02-13,37,0,0.0,10990,1.0,Paraná,0.01
2021-02-14,11,0,0.0,11001,1.0,Paraná,0.01
2021-02-15,25,0,0.0,11026,1.0,Paraná,0.01
2021-02-16,39,0,0.0,11065,1.0,Paraná,0.01
2021-02-17,43,0,0.0,11108,1.0,Paraná,0.01
2021-02-18,53,0,0.0,11161,1.0,Paraná,0.01
2021-02-19,79,0,0.0,11240,1.0,Paraná,0.01
2021-02-20,40,0,0.0,11280,1.0,Paraná,0.01
2021-02-21,36,0,0.0,11316,1.0,Paraná,0.01
2021-02-22,98,0,0.0,11414,1.0,Paraná,0.01
2021-02-23,55,0,0.0,11469,1.0,Paraná,0.01
2021-02-24,83,0,0.0,11552,1.0,Paraná,0.01
2021-02-25,68,0,0.0,11620,1.0,Paraná,0.01
2021-02-26,87,0,0.0,11707,1.0,Paraná,0.01
2021-02-27,56,0,0.0,11763,1.0,Paraná,0.01
2021-02-28,52,0,0.0,11815,1.0,Paraná,0.01
2021-03-01,88,0,0.0,11903,1.0,Paraná,0.01
2021-03-02,94,0,0.0,11997,1.0,Paraná,0.01
2021-03-03,92,0,0.0,12089,1.0,Paraná,0.01
2021-03-04,82,0,0.0,12171,1.0,Paraná,0.01
2021-03-05,115,0,0.0,12286,1.0,Paraná,0.01
2021-03-06,52,0,0.0,12338,1.0,Paraná,0.01
2021-03-07,52,0,0.0,12390,1.0,Paraná,0.01
2021-03-08,92,0,0.0,12482,1.0,Paraná,0.01
2021-03-09,84,0,0.0,12566,1.0,Paraná,0.01
2021-03-10,83,0,0.0,12649,1.0,Paraná,0.01
2021-03-11,95,0,0.0,12744,1.0,Paraná,0.01
2021-03-12,99,0,0.0,12843,1.0,Paraná,0.01
2021-03-13,65,0,1.0,12908,2.0,Paraná,0.02
2021-03-14,64,0,0.0,12972,2.0,Paraná,0.02
2021-03-15,93,0,0.0,13065,2.0,Paraná,0.02
2021-03-16,93,0,0.0,13158,2.0,Paraná,0.02
2021-03-17,92,0,0.0,13250,2.0,Paraná,0.02
2021-03-18,96,0,0.0,13346,2.0,Paraná,0.01
2021-03-19,99,0,0.0,13445,2.0,Paraná,0.01
2021-03-20,68,0,0.0,13513,2.0,Paraná,0.01
2021-03-21,45,0,0.0,13558,2.0,Paraná,0.01
2021-03-22,101,0,0.0,13659,2.0,Paraná,0.01
2021-03-23,119,0,0.0,13778,2.0,Paraná,0.01
2021-03-24,86,0,0.0,13864,2.0,Paraná,0.01
2021-03-25,76,0,0.0,13940,2.0,Paraná,0.01
2021-03-26,85,0,0.0,14025,2.0,Paraná,0.01
2021-03-27,57,0,0.0,14082,2.0,Paraná,0.01
2021-03-28,57,0,0.0,14139,2.0,Paraná,0.01
2021-03-29,59,0,0.0,14198,2.0,Paraná,0.01
2021-03-30,56,0,0.0,14254,2.0,Paraná,0.01
2021-03-31,67,0,0.0,14321,2.0,Paraná,0.01
2021-04-01,98,0,0.0,14419,2.0,Paraná,0.01
2021-04-02,51,0,0.0,14470,2.0,Paraná,0.01
2021-04-03,54,0,0.0,14524,2.0,Paraná,0.01
2021-04-04,19,0,0.0,14543,2.0,Paraná,0.01
2021-04-05,67,0,0.0,14610,2.0,Paraná,0.01
2021-04-06,49,0,0.0,14659,2.0,Paraná,0.01
2021-04-07,79,0,0.0,14738,2.0,Paraná,0.01
2021-04-08,57,0,0.0,14795,2.0,Paraná,0.01
2021-04-09,79,0,0.0,14874,2.0,Paraná,0.01
2021-04-10,55,0,0.0,14929,2.0,Paraná,0.01
2021-04-11,39,0,0.0,14968,2.0,Paraná,0.01
2021-04-12,64,0,0.0,15032,2.0,Paraná,0.01
2021-04-13,59,0,0.0,15091,2.0,Paraná,0.01
2021-04-14,74,0,0.0,15165,2.0,Paraná,0.01
2021-04-15,75,0,0.0,15240,2.0,Paraná,0.01
2021-04-16,80,0,0.0,15320,2.0,Paraná,0.01
2021-04-17,56,0,0.0,15376,2.0,Paraná,0.01
2021-04-18,47,0,0.0,15423,2.0,Paraná,0.01
2021-04-19,47,0,0.0,15470,2.0,Paraná,0.01
2021-04-20,78,0,0.0,15548,2.0,Paraná,0.01
2021-04-21,42,0,0.0,15590,2.0,Paraná,0.01
2021-04-22,61,0,0.0,15651,2.0,Paraná,0.01
2021-04-23,62,0,0.0,15713,2.0,Paraná,0.01
2021-04-24,37,0,0.0,15750,2.0,Paraná,0.01
2021-04-25,36,0,0.0,15786,2.0,Paraná,0.01
2021-04-26,59,0,0.0,15845,2.0,Paraná,0.01
2021-04-27,80,0,0.0,15925,2.0,Paraná,0.01
2021-04-28,86,0,0.0,16011,2.0,Paraná,0.01
2021-04-29,78,0,0.0,16089,2.0,Paraná,0.01
2021-04-30,71,0,0.0,16160,2.0,Paraná,0.01
2021-05-01,64,0,0.0,16224,2.0,Paraná,0.01
2021-05-02,60,0,0.0,16284,2.0,Paraná,0.01
2021-05-03,72,0,0.0,16356,2.0,Paraná,0.01
2021-05-04,77,0,0.0,16433,2.0,Paraná,0.01
2021-05-05,108,0,0.0,16541,2.0,Paraná,0.01
2021-05-06,112,0,0.0,16653,2.0,Paraná,0.01
2021-05-07,97,0,0.0,16750,2.0,Paraná,0.01
2021-05-08,74,0,0.0,16824,2.0,Paraná,0.01
2021-05-09,63,0,0.0,16887,2.0,Paraná,0.01
2021-05-10,95,0,0.0,16982,2.0,Paraná,0.01
2021-05-11,95,0,0.0,17077,2.0,Paraná,0.01
2021-05-12,98,0,0.0,17175,2.0,Paraná,0.01
2021-05-13,101,0,0.0,17276,2.0,Paraná,0.01
2021-05-14,119,0,0.0,17395,2.0,Paraná,0.01
2021-05-15,82,0,0.0,17477,2.0,Paraná,0.01
2021-05-16,73,0,0.0,17550,2.0,Paraná,0.01
2021-05-17,108,0,0.0,17658,2.0,Paraná,0.01
2021-05-18,91,0,0.0,17749,2.0,Paraná,0.01
2021-05-19,150,0,0.0,17899,2.0,Paraná,0.01
2021-05-20,123,0,0.0,18022,2.0,Paraná,0.01
2021-05-21,98,0,0.0,18120,2.0,Paraná,0.01
2021-05-22,79,0,0.0,18199,2.0,Paraná,0.01
2021-05-23,75,0,0.0,18274,2.0,Paraná,0.01
2021-05-24,63,0,0.0,18337,2.0,Paraná,0.01
2021-05-25,65,0,0.0,18402,2.0,Paraná,0.01
2021-05-26,86,0,0.0,18488,2.0,Paraná,0.01
2021-05-27,85,0,0.0,18573,2.0,Paraná,0.01
2021-05-28,87,0,0.0,18660,2.0,Paraná,0.01
2021-05-29,62,0,0.0,18722,2.0,Paraná,0.01
2021-05-30,49,0,0.0,18771,2.0,Paraná,0.01
2021-05-31,60,0,0.0,18831,2.0,Paraná,0.01
2021-06-01,35,0,0.0,18866,2.0,Paraná,0.01
2021-06-02,2,0,0.0,18868,2.0,Paraná,0.01
2020-03-22,1,1,0.0,1,0.0,Paraná,0.0
2020-03-23,0,1,0.0,1,0.0,Paraná,0.0
2020-03-24,0,1,0.0,1,0.0,Paraná,0.0
2020-03-25,0,1,0.0,1,0.0,Paraná,0.0
2020-03-26,0,1,0.0,1,0.0,Paraná,0.0
2020-03-27,0,1,0.0,1,0.0,Paraná,0.0
2020-03-28,0,1,0.0,1,0.0,Paraná,0.0
2020-03-29,0,1,0.0,1,0.0,Paraná,0.0
2020-03-30,0,1,0.0,1,0.0,Paraná,0.0
2020-03-31,0,1,0.0,1,0.0,Paraná,0.0
